"sowndiv","mu_SR","CV_SR","RP_SR","CE_SR","insurance_RP","insurance_CE","mean","lwr","upr"
1,162.659799222102,1.04746408315902,34.8169769989916,127.84282222311,0,0,0,0,0
2,217.598334923412,0.761634328499274,33.5045113493941,184.093823574018,1.31246564959758,56.2510013509077,1.11775491030558,-13.530898847905,16.3823723127151
4,364.496986885652,0.569409927289895,34.8366567958294,329.660330089822,-0.0196797968377425,201.817507866712,-0.091453966014098,-12.1088376402251,14.3838632303395
8,388.223981290113,0.487721841942023,32.0497169548142,356.174264335299,2.76726004417742,228.331442112189,2.69326868468452,-9.10167171537932,16.8668000571024
16,512.817517486658,0.43192802983892,35.9386315814528,476.878885905205,-1.1216545824611,349.036063682095,-1.14924504821712,-20.0428889324595,15.4433068183769
