year;month;plot;treatment;depth.min;depth.max;root.bm;coarse_root.bm;fine_root.bm
2021;6;B3A14;D3;0.2;0.3;146.206;0;146.206
2021;6;B3A14;D3;0.3;0.4;79.235;0;79.235
2021;6;B3A16;D3;0.05;0.1;91.777;40.91;50.867
2021;6;B3A16;D3;0.1;0.2;109.031;0;109.031
2021;6;B3A16;D3;0.2;0.3;48.712;0;48.712
2021;6;B3A16;D3;0.3;0.4;206.698;112.873;93.825
2021;6;B3A17;D3;0.05;0.1;476.867;404.717;72.15
2021;6;B3A17;D3;0.1;0.2;116.48;93.139;23.341
2021;6;B3A17;D3;0.2;0.3;18.64;0;18.64
2021;6;B3A17;D3;0.3;0.4;35.477;26.459;9.018
2021;6;B3A19;D3;0.05;0.1;11.78;0;11.78
2021;6;B3A19;D3;0.1;0.2;44.451;0;44.451
2021;6;B3A19;D3;0.2;0.3;27.578;0;27.578
2021;6;B3A19;D3;0.3;0.4;16.907;0;16.907
2021;6;B3A20;D3;0.05;0.1;73.38;0;73.38
2021;6;B3A20;D3;0.1;0.2;84.536;0;84.536
2021;6;B3A20;D3;0.2;0.3;75.009;0;75.009
2021;6;B3A20;D3;0.3;0.4;24.529;0;24.529
2021;6;B3A21;D3;0.05;0.1;43.307;0;43.307
2021;6;B3A21;D3;0.1;0.2;68.426;0;68.426
2021;6;B3A21;D3;0.2;0.3;30.315;0;30.315
2021;6;B3A21;D3;0.3;0.4;7.761;0;7.761
2021;6;B3A22;D3;0.05;0.1;124.344;0;124.344
2021;6;B3A22;D3;0.1;0.2;221.249;0;221.249
2021;6;B3A22;D3;0.2;0.3;94.999;0;94.999
2021;6;B3A22;D3;0.3;0.4;61.358;0;61.358
2021;6;B3A23;D3;0.05;0.1;24.807;0;24.807
2021;6;B3A23;D3;0.1;0.2;37.071;0;37.071
2021;6;B3A23;D3;0.2;0.3;7.276;0;7.276
2021;6;B3A23;D3;0.3;0.4;1.871;0;1.871
2021;6;B3A24;D3;0.05;0.1;157.986;0;157.986
2021;6;B3A24;D3;0.1;0.2;73.138;0;73.138
2021;6;B3A24;D3;0.2;0.3;39.496;0;39.496
2021;6;B3A24;D3;0.3;0.4;33.433;0;33.433
2021;6;B4A01;D3;0.05;0.1;92.158;0;92.158
2021;6;B4A01;D3;0.1;0.2;129.022;14.136;114.886
2021;6;B4A01;D3;0.2;0.3;43.411;0;43.411
2021;6;B4A01;D3;0.3;0.4;62.675;0;62.675
2021;6;B4A02;D3;0.05;0.1;84.398;0;84.398
2021;6;B4A02;D3;0.1;0.2;151.16;0;151.16
2021;6;B4A02;D3;0.2;0.3;93.128;0;93.128
2021;6;B4A02;D3;0.3;0.4;31.077;0;31.077
2021;6;B4A04;D3;0.05;0.1;102.933;0;102.933
2021;6;B4A04;D3;0.1;0.2;115.718;0;115.718
2021;6;B4A04;D3;0.2;0.3;54.879;0;54.879
2021;6;B4A04;D3;0.3;0.4;17.358;0;17.358
2021;6;B4A06;D3;0.05;0.1;99.711;0;99.711
2021;6;B4A06;D3;0.1;0.2;125.488;0;125.488
2021;6;B4A06;D3;0.2;0.3;87.308;0;87.308
2021;6;B4A06;D3;0.3;0.4;43.273;0;43.273
2021;6;B4A07;D3;0.05;0.1;52.004;0;52.004
2021;6;B4A07;D3;0.1;0.2;43.689;0;43.689
2021;6;B4A07;D3;0.2;0.3;23.663;0;23.663
2021;6;B4A07;D3;0.3;0.4;14.482;0;14.482
2021;6;B4A08;D3;0.05;0.1;77.642;0;77.642
2021;6;B4A08;D3;0.1;0.2;109.169;0;109.169
2021;6;B4A08;D3;0.2;0.3;36.413;0;36.413
2021;6;B4A08;D3;0.3;0.4;31.562;0;31.562
2021;6;B4A09;D3;0.05;0.1;44.936;0;44.936
2021;6;B4A09;D3;0.1;0.2;62.016;0;62.016
2021;6;B4A09;D3;0.2;0.3;22.104;0;22.104
2021;6;B4A09;D3;0.3;0.4;15.279;0;15.279
2021;6;B4A10;D3;0.05;0.1;322.069;0;322.069
2021;6;B4A10;D3;0.1;0.2;285.725;0;285.725
2021;6;B4A10;D3;0.2;0.3;109.135;0;109.135
2021;6;B4A10;D3;0.3;0.4;53.216;0;53.216
2021;6;B4A11;D3;0.05;0.1;67.179;0;67.179
2021;6;B4A11;D3;0.1;0.2;64.649;0;64.649
2021;6;B4A11;D3;0.2;0.3;9.909;0;9.909
2021;6;B4A11;D3;0.3;0.4;8.003;0;8.003
2021;6;B4A12;D3;0.05;0.1;37.764;0;37.764
2021;6;B4A12;D3;0.1;0.2;55.711;0;55.711
2021;6;B4A12;D3;0.2;0.3;11.745;0;11.745
2021;6;B4A12;D3;0.3;0.4;11.121;0;11.121
2021;6;B4A13;D3;0.05;0.1;26.4;0;26.4
2021;6;B4A13;D3;0.1;0.2;41.229;0;41.229
2021;6;B4A13;D3;0.2;0.3;13.339;0;13.339
2021;6;B4A13;D3;0.3;0.4;7.414;0;7.414
2021;6;B4A14;D3;0.05;0.1;158.852;76.568;82.284
2021;6;B4A14;D3;0.1;0.2;139.138;0;139.138
2021;6;B4A14;D3;0.2;0.3;41.991;0;41.991
2021;6;B4A14;D3;0.3;0.4;44.278;0;44.278
2021;6;B4A15;D3;0.05;0.1;21.55;0;21.55
2021;6;B4A15;D3;0.1;0.2;24.287;0;24.287
2021;6;B4A15;D3;0.2;0.3;16.769;0;16.769
2021;6;B4A15;D3;0.3;0.4;10.082;0;10.082
2021;6;B4A16;D3;0.05;0.1;63.749;0;63.749
2021;6;B4A16;D3;0.1;0.2;50.029;0;50.029
2021;6;B4A16;D3;0.2;0.3;31.493;0;31.493
2021;6;B4A16;D3;0.3;0.4;10.602;0;10.602
2021;6;B4A17;D3;0.05;0.1;69.812;18.924;50.888
2021;6;B4A17;D3;0.1;0.2;87.966;0;87.966
2021;6;B4A17;D3;0.2;0.3;26.955;0;26.955
2021;6;B4A17;D3;0.3;0.4;14.17;0;14.17
2021;6;B4A18;D3;0.05;0.1;153.863;7.622;146.241
2021;6;B4A18;D3;0.1;0.2;92.332;0;92.332
2021;6;B4A18;D3;0.2;0.3;58.136;0;58.136
2021;6;B4A18;D3;0.3;0.4;17.219;0;17.219
2021;6;B4A20;D3;0.05;0.1;41.61;0;41.61
2021;6;B4A20;D3;0.1;0.2;69.95;0;69.95
2021;6;B4A20;D3;0.2;0.3;84.848;0;84.848
2021;6;B4A20;D3;0.3;0.4;22.277;0;22.277
2021;6;B4A21;D3;0.05;0.1;46.114;0;46.114
2021;6;B4A21;D3;0.1;0.2;36.829;0;36.829
2021;6;B4A21;D3;0.2;0.3;14.621;0;14.621
2021;6;B4A21;D3;0.3;0.4;5.509;0;5.509
2021;6;B4A22;D3;0.05;0.1;126.007;51.252;74.756
2021;6;B4A22;D3;0.1;0.2;190.345;37.328;153.017
2021;6;B4A22;D3;0.2;0.3;116.549;0;116.549
2021;6;B4A22;D3;0.3;0.4;60.734;0;60.734
